"customer_status","age","dependents","education","marital_status","employment_status","income","card_type","months_since_first_account","total_accounts","months_inactive_last_year","contacted_last_year","credit_limit","utilization_ratio","spend_ratio_q4_q1","total_spend_last_year","transactions_last_year","transaction_ratio_q4_q1"
"closed_account",59,1,"associates","single","part_time",50956,"blue",49,3,2,2,15809,0,0.992,3109,48,0.412
"active",42,1,"associates","married","full_time",34641,"blue",36,4,3,1,2190,0.593,0.938,5026,77,0.711
"closed_account",55,2,"masters","single","full_time",33176,"blue",49,2,1,2,1583,0.148,0.639,2541,36,0.385
"active",46,3,"bachelors","married","full_time",46288,"gold",34,5,1,2,1611,0,0.731,4444,78,0.857
"active",63,1,"associates","single","part_time",78869,"blue",53,5,4,4,25502,0.057,0.797,4323,81,0.688
"closed_account",54,0,"doctorate","single","part_time",31274,"blue",36,4,3,2,2708,0,0.673,2321,45,0.552
"active",49,4,"masters","single","self_employed",105879,"gold",36,5,1,3,1963,0.772,0.872,4150,75,0.744
"active",50,2,"associates","single","self_employed",35533,"blue",41,2,3,2,6704,0,0.856,12576,103,0.776
"closed_account",60,0,"associates","married","self_employed",75770,"blue",55,4,1,3,5549,0,0.703,2412,38,0.52
"active",46,4,"associates","divorced","full_time",51017,"gold",36,2,2,3,15034,0.09,0.754,7737,84,0.75
"active",52,2,"masters","single","part_time",56545,"blue",46,4,2,3,4259,0,0.59,4389,80,0.702
"closed_account",32,0,"bachelors","single","full_time",73201,"blue",24,3,2,3,4097,0,0.836,8376,64,0.684
"active",44,4,"masters","divorced","part_time",74594,"silver",29,4,2,2,7788,0,0.296,1196,30,0.429
"closed_account",45,4,"masters","single","self_employed",31919,"blue",32,3,3,4,2858,0,1.058,2611,43,0.483
"active",37,3,"associates","single","self_employed",112224,"blue",31,4,2,4,5699,0.177,0.734,2835,57,0.9
"active",44,3,"masters","married","self_employed",68650,"gold",32,2,1,1,20001,0,0.742,8094,96,0.6
"active",35,1,"doctorate","single","full_time",47941,"silver",24,6,3,2,10467,0.187,0.713,2665,65,0.667
"closed_account",27,0,"masters","single","full_time",33379,"blue",16,6,1,3,1835,0.898,0.513,1903,44,0.63
"closed_account",35,0,"masters","single","full_time",34961,"blue",25,5,3,4,2300,0,0.877,1485,34,0.478
"closed_account",43,4,"masters","single","full_time",96500,"silver",30,2,5,3,5639,0.274,1.087,647,15,0.364
"active",56,3,"masters","single","full_time",69478,"silver",49,3,1,3,1430,0,0.503,1093,22,0.833
"active",56,0,"associates","married","full_time",101948,"blue",43,5,2,1,2852,0.359,1.009,1651,28,1
"active",41,4,"masters","married","part_time",86711,"blue",35,4,2,3,3497,0,0.696,4345,72,0.756
"active",62,1,"associates","married","full_time",52235,"blue",56,5,3,3,2359,0.526,1.043,2021,50,0.613
"closed_account",47,4,"masters","divorced","full_time",116722,"blue",39,4,3,4,17504,0.027,0.892,10468,66,0.737
"active",42,1,"doctorate","married","self_employed",51212,"gold",35,4,3,2,2985,0.789,0.602,1065,27,0.588
"closed_account",44,5,"doctorate","single","part_time",70935,"blue",36,2,3,4,34140,0,0.877,8177,76,0.52
"active",54,3,"associates","single","part_time",38320,"blue",49,2,2,2,1719,0,0.579,4869,65,0.512
"closed_account",47,4,"masters","divorced","full_time",116722,"blue",39,4,3,4,17504,0.027,0.892,10468,66,0.737
"active",54,3,"associates","married","self_employed",51852,"blue",49,5,1,2,1430,0.616,0.822,4385,91,0.717
"closed_account",47,3,"masters","single","part_time",54630,"gold",34,4,3,3,4413,0.053,0.799,7869,76,0.767
"closed_account",57,2,"associates","married","part_time",48154,"gold",45,2,1,3,1430,0,1.036,1254,35,0.842
"closed_account",52,3,"masters","single","part_time",34065,"blue",47,3,3,2,2972,0,1.035,922,25,0.562
"closed_account",50,0,"masters","married","part_time",38781,"blue",38,2,3,1,4935,0.319,1.01,8527,84,0.5
"active",40,3,"bachelors","divorced","full_time",45565,"silver",36,5,2,4,6772,0,0.483,3658,66,0.65
"closed_account",36,1,"masters","married","full_time",44432,"blue",36,2,3,3,6893,0.212,1.031,4782,50,0.351
"closed_account",33,2,"masters","single","full_time",33390,"blue",24,6,2,3,1806,0,0.983,2833,43,0.654
"closed_account",50,2,"masters","married","full_time",51349,"silver",40,3,1,4,7191,0,0.565,1654,30,0.579
"active",60,2,"bachelors","single","full_time",33141,"silver",54,5,3,2,2694,0.714,0.714,3837,71,0.732
"closed_account",52,3,"masters","married","part_time",102685,"blue",46,4,2,3,15011,0.168,0.713,1821,36,0.385
"closed_account",32,0,"masters","divorced","full_time",36857,"blue",36,6,3,3,1732,0,0.683,2479,43,0.536
"closed_account",52,2,"associates","married","part_time",31726,"blue",39,1,3,4,2233,0.802,0.798,2888,50,0.562
"active",56,5,"doctorate","single","full_time",36051,"silver",49,3,3,2,4132,0.377,0.827,14781,108,0.688
"closed_account",45,3,"masters","married","part_time",73606,"gold",36,5,2,3,18432,0.026,0.557,2300,45,0.552
"closed_account",48,3,"associates","married","full_time",35810,"silver",41,5,3,2,4960,0,0.882,2430,48,0.548
"closed_account",46,2,"masters","married","full_time",32891,"blue",42,1,0,4,2002,0,0.803,2423,39,0.857
"closed_account",56,4,"associates","married","full_time",61965,"blue",46,3,3,3,2340,0.825,0.987,781,15,0.364
"active",44,3,"masters","single","full_time",52138,"silver",33,3,2,2,2477,0.857,0.699,4349,69,0.725
"active",39,2,"masters","married","full_time",108028,"blue",31,5,2,1,18974,0.133,1.369,2783,56,1
"closed_account",50,1,"masters","single","full_time",71205,"blue",36,4,3,2,2317,0,0.734,2214,41,0.519
"closed_account",37,3,"bachelors","married","self_employed",34748,"silver",24,4,2,4,11239,0,0.32,2055,43,0.162
"active",55,2,"masters","married","part_time",87433,"blue",47,3,3,3,9959,0.121,0.548,1584,28,0.273
"closed_account",63,0,"masters","single","part_time",68319,"blue",51,3,3,3,11619,0,0.631,2395,49,0.361
"closed_account",40,3,"masters","married","full_time",44914,"silver",28,6,2,2,4323,0,0.817,2451,38,0.727
"closed_account",42,3,"masters","married","part_time",45172,"blue",23,5,3,2,5791,0.435,0.69,2516,64,0.641
"closed_account",55,5,"masters","single","self_employed",114681,"blue",47,3,1,4,1430,0,0.414,1427,36,0.333
"active",46,4,"masters","single","part_time",39669,"gold",36,2,1,2,3973,0,0.89,13740,131,0.819
"closed_account",54,2,"masters","single","part_time",33250,"blue",43,2,3,2,4917,0,0.972,9442,69,0.917
"active",50,0,"associates","married","part_time",78417,"silver",36,4,3,3,2334,0.303,0.561,1386,30,0.5
"active",52,2,"masters","single","full_time",99942,"silver",47,6,1,3,15904,0.064,0.369,1433,33,0.5
"closed_account",38,2,"masters","single","self_employed",30940,"blue",24,3,2,3,2214,0.257,0.688,2066,45,0.25
"closed_account",59,1,"masters","single","part_time",35035,"blue",36,3,2,3,10031,0,0.238,1792,29,0.074
"closed_account",36,3,"associates","single","self_employed",110944,"blue",36,4,1,2,1815,0,0.478,2039,34,0.36
"active",50,1,"associates","married","full_time",32219,"gold",38,3,3,3,1430,0,0.679,4594,86,0.72
"active",54,3,"associates","married","full_time",35812,"blue",38,4,2,4,5122,0.321,0.935,1908,39,0.696
"active",55,3,"bachelors","single","full_time",124836,"blue",44,2,2,3,6455,0.285,0.717,8001,99,0.707
"active",41,1,"associates","married","full_time",50539,"gold",36,3,4,1,2235,0.755,0.631,4633,79,0.795
"closed_account",53,2,"associates","married","part_time",144057,"blue",46,4,3,1,7474,0,0.858,732,21,0.615
"closed_account",37,3,"masters","single","part_time",96721,"blue",17,1,1,2,4116,0.358,1.023,8667,70,0.892
"active",26,0,"masters","married","part_time",35384,"silver",36,5,2,4,9916,0,0.793,3477,65,0.667
"active",36,2,"masters","single","part_time",65491,"silver",30,4,2,4,1606,0.497,0.59,2229,45,1.045
"closed_account",41,4,"masters","divorced","self_employed",55476,"blue",33,1,3,1,10360,0.243,0.632,2414,28,0.273
"closed_account",42,3,"associates","single","part_time",33057,"gold",36,2,3,3,2145,0,0.577,2465,42,0.355
"closed_account",54,2,"masters","married","part_time",35267,"silver",45,3,1,3,1430,0.213,1.035,694,15,0.364
"closed_account",63,0,"doctorate","single","full_time",48880,"blue",47,6,4,3,7306,0,0.875,2445,43,0.593
"closed_account",53,2,"masters","married","part_time",115312,"silver",41,3,3,2,11669,0.191,0.622,720,23,0.353
"active",29,0,"associates","single","full_time",35289,"gold",13,6,3,5,5240,0.307,1.243,2712,64,0.778
"closed_account",44,2,"associates","single","full_time",106144,"blue",36,2,3,3,34516,0.016,0.919,8570,68,0.789
"active",53,2,"associates","single","full_time",49132,"blue",42,2,1,3,14839,0.15,0.828,14625,115,0.769
"active",51,2,"masters","married","full_time",90430,"gold",43,4,2,0,4830,0.408,0.799,4850,80,0.633
"active",47,3,"masters","single","full_time",122540,"silver",38,2,4,3,34516,0.039,0.69,7283,89,0.648
"active",39,1,"masters","divorced","self_employed",95059,"gold",34,6,1,3,3766,0.279,0.666,1514,51,0.645
"closed_account",35,1,"bachelors","single","full_time",34573,"blue",25,2,2,4,2231,0.803,0.82,2576,42,0.75
"closed_account",42,4,"bachelors","married","part_time",50680,"blue",37,3,3,1,4139,0,0.547,2232,41,0.464
"closed_account",40,3,"associates","married","full_time",32768,"blue",28,2,3,3,1535,0,0.544,1921,41,0.464
"active",59,0,"masters","married","self_employed",32833,"silver",47,5,3,2,7692,0.218,1.423,1861,42,0.5
"active",32,0,"masters","married","full_time",30767,"gold",24,2,2,3,11511,0,0.867,14436,123,0.64
"closed_account",49,3,"masters","married","part_time",85546,"gold",40,4,2,3,4576,0.042,0.85,3100,54,0.742
"closed_account",59,0,"masters","single","part_time",50246,"blue",52,2,4,3,1852,0,0.902,2851,49,0.75
"active",42,4,"masters","married","full_time",72651,"silver",33,1,2,1,6224,0,0.63,7612,82,0.783
"active",44,3,"masters","single","part_time",67495,"blue",39,6,2,2,7532,0,0.476,3550,68,0.619
"closed_account",51,3,"associates","single","part_time",114361,"blue",45,3,3,3,25670,0,0.952,2709,51,0.645
"active",48,4,"bachelors","single","full_time",36575,"silver",38,4,3,3,4894,0.308,0.78,3277,67,0.558
"active",39,2,"associates","married","full_time",60986,"silver",32,3,2,2,1715,0,0.896,5910,91,0.517
"active",36,3,"associates","single","self_employed",34499,"gold",23,6,3,4,2804,0.745,1.248,2812,77,1.081
"active",36,2,"masters","married","full_time",35031,"blue",29,6,3,4,2029,0.586,0.628,1802,40,0.481
"closed_account",54,3,"associates","married","part_time",47946,"gold",44,2,1,5,3032,0,0.949,1037,14,2.5
"active",46,4,"doctorate","divorced","full_time",34085,"silver",38,4,3,2,4120,0.383,0.379,4792,81,0.588
"closed_account",45,3,"associates","married","full_time",55213,"blue",28,2,2,5,4572,0,0.48,3555,42,0.4
"active",44,3,"bachelors","married","part_time",51326,"silver",36,2,1,2,16199,0.095,0.855,8150,106,0.631
"closed_account",46,4,"associates","married","part_time",37705,"silver",36,3,3,3,1430,0,0.346,1517,38,0.407
"active",47,4,"masters","single","self_employed",76992,"blue",36,5,3,1,9132,0.088,0.62,3809,71,0.511
"active",41,4,"bachelors","divorced","part_time",74650,"gold",35,5,3,2,2001,0,0.791,4455,82,0.64
"active",44,3,"masters","married","self_employed",121629,"silver",32,4,2,2,34516,0.039,0.523,4795,92,0.673
"closed_account",46,1,"associates","single","part_time",33833,"blue",28,5,2,6,2069,0,0.656,2754,55,0.667
"closed_account",58,3,"associates","divorced","part_time",35469,"blue",36,2,2,3,1508,0,0.458,1990,31,0.192
"closed_account",51,1,"associates","married","part_time",97986,"gold",36,4,3,4,22754,0,0.799,8531,77,0.791
"closed_account",56,2,"masters","single","self_employed",93047,"blue",36,1,2,2,1430,0,0.65,2123,37,0.542
"closed_account",56,1,"associates","single","part_time",33624,"blue",48,1,5,2,3556,0,0.596,2220,45,0.731
"active",44,4,"associates","single","full_time",114627,"gold",34,4,1,2,21573,0.073,0.621,1384,36,2.273
"closed_account",51,2,"doctorate","married","part_time",34013,"blue",41,2,2,3,6630,0.138,0.927,842,24,0.5
"closed_account",30,1,"bachelors","single","full_time",35392,"blue",36,4,3,6,4541,0,0.976,7996,80,0.778
"closed_account",50,1,"masters","single","full_time",82069,"gold",43,6,3,3,34516,0.013,0.807,9045,72,1
"active",28,0,"masters","single","full_time",34307,"gold",36,4,2,4,1707,0.698,0.669,2950,87,0.977
"active",30,2,"associates","divorced","full_time",143938,"gold",14,3,2,3,1548,0,0.828,2611,64,0.455
"closed_account",51,4,"masters","single","self_employed",95768,"silver",42,6,4,2,34516,0.007,1.004,8629,65,0.548
"closed_account",52,3,"masters","single","full_time",33264,"blue",38,2,3,4,2437,0,0.912,3068,53,0.656
"closed_account",45,3,"associates","single","self_employed",106553,"blue",36,4,3,2,3845,0,0.595,2174,39,0.393
"active",50,1,"masters","single","part_time",34444,"blue",37,4,3,4,3277,0.757,0.606,3965,59,0.844
"active",33,3,"masters","single","full_time",51268,"silver",36,6,1,2,8232,0.274,1.158,2849,67,1.31
"closed_account",56,3,"associates","single","full_time",62917,"gold",45,2,1,3,8512,0,1.038,811,27,1.25
"active",43,2,"associates","married","full_time",37244,"blue",36,2,3,3,2679,0.632,0.603,4640,85,0.809
"closed_account",48,3,"bachelors","married","part_time",86248,"blue",41,2,3,3,3430,0.734,0.869,2639,46,0.643
"active",37,2,"associates","single","full_time",34495,"silver",30,6,3,3,2258,0.593,0.86,2511,55,0.774
"active",58,1,"masters","married","full_time",41247,"gold",48,3,3,2,12423,0.154,0.405,1208,38,0.357
"active",44,5,"masters","single","part_time",68212,"blue",34,3,3,5,13477,0.153,0.684,3866,67,0.634
"active",39,4,"masters","single","part_time",55879,"blue",23,1,3,2,1811,0,0.835,4934,70,0.628
"closed_account",57,2,"associates","married","self_employed",65653,"blue",41,3,3,2,2527,0.408,0.714,2767,43,0.387
"closed_account",48,3,"masters","divorced","part_time",58305,"blue",43,2,3,3,9104,0.016,0.765,2563,34,0.417
"active",48,2,"masters","married","full_time",34680,"gold",37,4,2,1,3378,0,0.58,4761,81,0.884
"closed_account",58,0,"associates","divorced","part_time",37231,"blue",36,3,2,6,9909,0,0.466,1844,41,0.64
"active",44,2,"associates","married","full_time",138473,"gold",31,2,1,3,6176,0.147,0.805,15102,95,0.792
"closed_account",47,4,"associates","single","part_time",50552,"blue",42,3,4,3,6263,0.402,0.857,2613,50,0.724
"active",43,4,"associates","married","self_employed",70000,"gold",31,1,1,2,23457,0.107,0.676,7370,96,0.627
"active",50,0,"doctorate","single","part_time",107277,"blue",38,5,2,2,3460,0.544,0.622,1546,35,1.059
"active",53,2,"masters","single","self_employed",42253,"blue",42,6,2,0,5332,0,0.939,1371,39,1.167
"closed_account",51,4,"associates","married","full_time",33267,"gold",41,3,3,4,2791,0.337,0.813,2584,49,0.441
"closed_account",59,0,"associates","single","part_time",43989,"blue",52,1,2,2,14458,0.14,0.99,8696,72,0.895
"active",43,5,"masters","married","full_time",130014,"blue",36,6,2,4,22355,0.097,0.726,14268,99,0.8
"active",43,4,"masters","divorced","full_time",109791,"blue",36,5,1,1,19188,0.085,0.75,4282,52,0.926
"active",38,5,"bachelors","single","full_time",67227,"blue",25,4,3,0,5597,0.2,0.753,4599,89,0.648
"active",35,2,"masters","married","full_time",38060,"silver",25,2,3,3,3339,0.603,0.688,4725,83,0.694
"closed_account",46,4,"bachelors","married","self_employed",68195,"blue",36,4,2,1,1681,0,0.464,1953,48,0.5
"closed_account",45,4,"masters","married","part_time",32215,"blue",39,3,2,2,3411,0.432,0.585,2108,55,0.618
"active",40,4,"masters","married","full_time",73790,"blue",35,5,4,1,9974,0.219,0.852,4680,87,0.673
"active",44,4,"doctorate","married","self_employed",95922,"gold",33,3,1,3,4552,0.251,0.709,14418,104,0.677
"active",48,2,"masters","married","self_employed",30549,"blue",37,4,2,3,5758,0,0.433,4422,76,0.407
"closed_account",52,0,"associates","single","full_time",138094,"blue",48,4,5,5,13114,0.171,1.003,2474,51,0.417
"active",49,3,"masters","married","full_time",147400,"blue",37,1,1,1,34516,0.038,0.569,3863,69,0.643
"active",50,2,"bachelors","married","part_time",45745,"blue",37,6,2,1,3600,0.529,0.72,4946,75,0.531
"active",45,4,"masters","single","full_time",53316,"blue",37,4,3,4,15578,0,0.716,4449,81,0.723
"closed_account",46,3,"associates","married","part_time",34196,"blue",39,3,3,0,1801,0.175,0.494,2252,42,0.4
"active",44,3,"masters","married","full_time",108450,"silver",34,2,2,1,31699,0.062,0.811,13653,113,0.687
"closed_account",49,3,"associates","single","full_time",100600,"silver",44,1,3,4,4384,0,0.684,1832,49,0.581
"closed_account",48,3,"associates","married","part_time",154812,"silver",36,5,2,4,34516,0.023,0.763,1312,32,0.6
"active",51,2,"associates","married","full_time",134983,"silver",36,5,3,2,28600,0,0.506,4336,66,0.61
"active",51,1,"masters","married","full_time",153416,"blue",37,2,3,1,34516,0.07,0.947,13021,117,0.625
"active",34,3,"masters","single","full_time",34243,"gold",23,5,1,0,2591,0,0.61,3876,67,0.763
"active",42,3,"masters","single","full_time",34208,"blue",35,5,2,4,5596,0.194,0.587,3896,65,0.757
"closed_account",51,1,"associates","married","part_time",97986,"gold",36,4,3,4,22754,0,0.799,8531,77,0.791
"closed_account",38,0,"associates","single","part_time",38030,"blue",22,3,2,5,1556,0,0.69,2283,46,0.586
"active",57,1,"associates","single","full_time",113136,"silver",45,1,6,1,15030,0.093,0.625,7603,81,0.588
"active",39,2,"masters","single","self_employed",34955,"silver",32,2,1,2,4325,0.559,0.796,4588,77,0.791
"closed_account",62,2,"masters","married","full_time",34062,"blue",52,4,2,2,2490,0.206,0.678,864,20,0.333
"active",40,4,"bachelors","single","self_employed",32901,"silver",26,6,1,2,7291,0.345,0.83,2198,56,0.697
"closed_account",46,4,"associates","married","full_time",50321,"blue",39,5,3,3,1430,0.569,0.786,2488,44,0.692
"active",46,2,"masters","married","full_time",88658,"silver",26,1,3,1,34516,0.021,0.883,14279,97,0.764
"active",42,3,"masters","married","full_time",51455,"gold",37,2,2,3,3161,0.566,0.865,13692,117,0.828
"active",51,1,"masters","single","full_time",70760,"blue",45,3,2,3,3228,0.78,0.949,1349,33,1.357
"closed_account",44,1,"bachelors","divorced","full_time",111559,"gold",39,2,3,2,34516,0.068,0.529,1853,36,0.385
"active",48,3,"masters","single","full_time",65885,"blue",40,6,3,3,4476,0,0.683,3350,67,0.634
"active",48,3,"masters","divorced","part_time",35024,"silver",40,3,2,3,3117,0.514,1.167,1437,37,0.609
"active",65,0,"associates","single","full_time",52522,"silver",36,5,2,3,2163,0.431,1.127,2229,57,0.839
"active",36,2,"bachelors","single","full_time",94646,"blue",36,6,2,2,8374,0.256,1.113,2472,65,1.167
"closed_account",41,4,"masters","married","self_employed",99376,"blue",36,1,3,6,4725,0.265,1.008,9134,77,0.974
"closed_account",37,3,"associates","single","full_time",158949,"gold",36,3,2,2,7361,0,0.59,2109,44,0.571
"closed_account",40,1,"masters","married","full_time",67672,"blue",36,6,3,4,18386,0.048,0.361,1698,43,0.483
"active",50,2,"associates","married","full_time",31591,"gold",45,4,1,0,5452,0.099,0.539,4220,66,0.737
"closed_account",55,1,"masters","single","full_time",34500,"blue",36,2,3,2,3626,0.219,0.896,2954,42,0.556
"closed_account",44,4,"associates","married","part_time",51530,"silver",33,5,4,3,1527,0,0.531,1877,38,0.462
"active",46,3,"associates","married","part_time",98336,"gold",36,3,2,2,23512,0.066,0.632,3764,60,0.538
"closed_account",43,4,"doctorate","single","part_time",63722,"blue",28,3,2,4,18229,0,0.544,2060,39,0.625
"closed_account",48,0,"doctorate","married","full_time",70770,"gold",41,2,3,4,7277,0.069,0.582,2356,40,0.29
"active",62,0,"masters","married","full_time",67408,"gold",51,3,2,0,5450,0.177,0.701,1526,45,0.8
"active",55,2,"masters","married","full_time",37564,"gold",47,3,1,2,4580,0.284,0.519,1694,34,0.7
"active",37,2,"bachelors","married","full_time",85503,"silver",17,5,3,2,4631,0.43,1.669,2864,37,0.947
"active",54,3,"associates","single","full_time",53151,"blue",41,3,1,3,2488,0.883,0.733,4361,75,0.63
"active",33,3,"associates","married","full_time",158084,"blue",20,6,3,2,27499,0.043,0.544,2202,46,0.394
"active",43,4,"associates","married","part_time",53853,"silver",31,4,1,3,1773,0.497,0.68,5400,84,0.615
"active",51,1,"bachelors","married","self_employed",30132,"gold",42,4,2,2,2431,0,0.886,3323,65,1.097
"active",55,2,"doctorate","married","full_time",34389,"silver",36,3,2,1,10858,0,0.787,14475,111,0.682
"active",37,2,"associates","married","part_time",33223,"silver",27,2,1,2,5245,0.199,0.673,4938,70,0.892
"active",52,2,"bachelors","married","part_time",152637,"silver",47,3,3,2,27347,0.026,0.695,4040,77,0.674
"active",36,0,"associates","married","self_employed",147708,"blue",24,3,3,2,10097,0.212,1.408,3092,67,0.763
"closed_account",39,3,"associates","married","part_time",36615,"blue",26,5,2,5,2190,0,0.691,2338,40,0.6
"active",54,2,"doctorate","married","full_time",36323,"silver",46,3,3,3,3312,0.49,0.573,1973,55,0.667
"closed_account",36,1,"associates","single","part_time",34414,"silver",24,2,1,2,1735,0,0.74,2467,35,0.346
"closed_account",43,3,"masters","married","part_time",45315,"blue",36,6,2,2,9422,0.224,0.891,4633,58,0.611
"active",52,2,"associates","single","full_time",38695,"blue",45,1,1,1,4209,0,0.856,5938,83,0.694
"active",55,3,"bachelors","single","full_time",31617,"silver",42,5,2,1,1430,0,0.612,4660,87,0.891
"active",51,2,"associates","single","full_time",137394,"blue",36,5,2,4,34516,0.026,1.299,1959,42,0.909
"active",47,4,"bachelors","married","full_time",65742,"blue",35,4,2,3,6623,0.275,0.811,2293,47,0.567
"closed_account",38,2,"doctorate","married","self_employed",35519,"blue",28,5,2,4,1614,0,0.609,2437,46,0.438
"closed_account",48,3,"masters","married","self_employed",37011,"blue",36,3,3,2,4431,0.568,0.499,2185,48,0.371
"closed_account",50,1,"masters","single","part_time",135489,"silver",39,3,2,3,27512,0.078,1.048,1149,25,0.562
"active",43,4,"masters","married","full_time",136565,"silver",31,6,1,3,6467,0.292,0.442,4098,61,0.605
"closed_account",53,4,"masters","married","part_time",33849,"silver",36,2,3,6,4005,0,0.896,7022,75,0.667
"active",38,3,"masters","single","self_employed",52710,"gold",36,1,1,1,2132,0.508,0.767,4874,78,0.66
"closed_account",45,3,"masters","divorced","part_time",117479,"blue",37,5,2,6,17678,0,0.788,2566,49,0.815
"closed_account",40,3,"masters","single","full_time",94765,"gold",36,4,4,3,8958,0,0.483,2131,43,0.387
"closed_account",43,2,"bachelors","single","part_time",105169,"silver",34,2,4,3,4617,0.224,0.36,1779,35,0.591
"closed_account",53,1,"masters","divorced","full_time",38458,"blue",44,3,3,3,4090,0.615,0.562,2016,49,0.69
"active",47,4,"masters","married","part_time",38385,"blue",35,4,2,4,1430,0,0.571,3778,69,0.816
"closed_account",44,2,"masters","single","part_time",34632,"blue",39,6,3,3,1791,0,0.735,2771,36,0.5
"closed_account",61,0,"masters","married","part_time",70077,"blue",56,6,2,3,9918,0.086,0.688,2485,40,0.29
"closed_account",44,0,"bachelors","married","part_time",34509,"gold",40,5,4,2,7499,0.144,0.716,2478,45,0.667
"active",46,4,"masters","married","part_time",37159,"blue",34,5,1,2,7562,0.198,0.632,14908,100,0.754
"active",62,1,"associates","married","self_employed",35530,"gold",48,5,3,1,3140,0.632,1.346,1626,41,0.864
"closed_account",48,3,"masters","married","part_time",33499,"gold",35,5,1,3,10357,0,0.506,911,25,0.19
"active",48,2,"masters","married","full_time",145123,"gold",37,3,1,2,8956,0.143,0.864,4814,73,1.212
"active",51,3,"masters","married","full_time",32834,"blue",30,3,2,0,6006,0.262,0.504,3199,65,0.548
"active",51,2,"masters","married","full_time",42617,"silver",45,3,2,4,5930,0,1.19,2041,32,0.684
"active",44,4,"associates","single","self_employed",67639,"blue",40,4,3,2,14370,0.066,0.557,4510,79,0.646
"active",55,3,"associates","divorced","part_time",33618,"gold",36,3,2,1,2111,0.573,0.594,2803,61,0.605
"active",54,4,"masters","married","full_time",34777,"gold",43,3,2,3,3805,0.216,0.807,4326,67,0.811
"closed_account",53,3,"associates","married","full_time",32570,"silver",41,3,3,2,1547,0,0.845,2312,43,0.303
"active",30,1,"associates","married","full_time",72148,"blue",16,1,3,3,15795,0.11,1.022,13173,96,0.846
"closed_account",38,3,"bachelors","married","part_time",69823,"blue",36,5,2,2,6114,0.239,0.772,2608,36,0.385
"closed_account",39,2,"associates","single","full_time",158655,"blue",33,1,3,4,1726,0.855,0.371,1804,34,0.259
"closed_account",49,4,"associates","single","part_time",154030,"blue",38,3,3,4,34516,0.073,0.7,2376,55,0.486
"active",51,2,"masters","single","full_time",81227,"blue",41,5,3,3,31501,0.057,0.71,3893,81,0.62
"active",49,3,"masters","married","full_time",55095,"gold",44,5,2,1,2222,0.312,0.903,4372,65,0.711
"closed_account",48,3,"associates","married","full_time",35810,"silver",41,5,3,2,4960,0,0.882,2430,48,0.548
"closed_account",41,3,"associates","married","part_time",33364,"blue",31,3,3,3,3952,0,1.002,8241,82,0.952
"active",39,1,"bachelors","married","full_time",32336,"silver",22,3,1,2,3214,0.702,1.279,2516,42,0.75
"closed_account",49,0,"doctorate","married","part_time",34705,"blue",37,5,2,3,1749,0,1.006,2510,38,0.407
"active",45,3,"masters","single","full_time",37482,"silver",28,5,2,2,2035,0.577,0.876,4670,77,0.638
"closed_account",48,1,"masters","married","full_time",36926,"blue",42,3,3,2,1942,0.443,0.708,2522,42,0.312
"closed_account",57,2,"bachelors","married","full_time",52985,"blue",50,2,5,3,6462,0,0.856,761,17,0.214
"active",44,4,"masters","married","full_time",31035,"gold",25,5,3,2,1602,0.652,0.781,5428,85,0.635
"active",45,3,"associates","married","part_time",70709,"silver",39,5,1,3,12691,0.061,1.335,1144,42,1.625
"active",30,1,"associates","married","full_time",32551,"blue",13,3,6,5,2607,0.754,0.65,1719,45,0.607
"active",57,1,"masters","married","full_time",33290,"blue",47,4,1,3,3416,0.722,0.598,1536,42,0.556
"active",34,4,"bachelors","single","full_time",68794,"gold",20,5,1,2,2165,0.902,0.822,2651,81,0.841
"active",44,1,"masters","single","self_employed",64663,"silver",37,3,1,4,16739,0.073,0.497,4014,69,0.568
"active",51,2,"masters","single","self_employed",36102,"blue",39,3,4,2,2581,0.667,0.765,4431,79,0.717
"closed_account",48,3,"masters","single","part_time",70798,"blue",42,3,2,4,19075,0,0.807,2013,32,0.455
"closed_account",33,3,"masters","married","part_time",107166,"silver",36,6,3,5,7140,0,0.401,916,18,0.2
"active",40,3,"masters","married","full_time",96291,"blue",21,3,2,0,1804,0.576,1.002,5308,78,0.773
"closed_account",56,3,"bachelors","single","full_time",33311,"blue",46,1,3,3,2272,0.594,0.762,2354,49,0.96
"closed_account",54,2,"associates","married","full_time",36868,"blue",44,3,3,1,6094,0,1.129,909,14,0.273
"active",49,1,"masters","single","part_time",101100,"silver",42,6,2,1,17764,0.082,0.964,2750,57,0.9
"active",56,1,"masters","married","full_time",66905,"blue",50,6,3,3,6735,0.34,0.661,1249,28,0.75
"active",43,4,"associates","married","self_employed",73554,"gold",30,1,3,1,29856,0.053,0.8,14887,119,0.545
"closed_account",47,3,"associates","single","part_time",128791,"blue",36,3,3,4,34516,0,0.517,2020,33,0.375
"closed_account",54,4,"associates","single","full_time",42623,"blue",36,3,3,4,1430,0,0.641,2092,42,0.68
"active",55,1,"masters","married","self_employed",37508,"blue",36,3,1,0,2677,0.581,0.639,4757,81,0.688
"active",47,2,"associates","married","self_employed",56394,"blue",36,1,3,3,1811,0,0.61,5390,87,0.776
"active",40,4,"associates","married","full_time",71234,"blue",36,3,2,3,22956,0.061,0.709,5554,64,0.6
"active",37,4,"associates","married","full_time",36484,"silver",18,5,1,2,2930,0.691,0.903,1686,34,0.7
